"name","category","size","open_date","close_date","owner","description","hours","source","scrape_date"
"Bienvenue Dans Votre Marché Viriat","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Vitrolles","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Voiron","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Voujeaucourt","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Wasquehal","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Wickrange","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-19:00 Samedi 09/05 : Fermeture exceptionnelle Mercredi 13/05 : Ouverture exceptionnelle 8:30-19:00 Jeudi 14/05 : Fermeture exceptionnelle Lundi 25/05 : Fermeture exceptionnelle En Juin Lundi 22/06 : Ouverture exceptionnelle 8:30-18:00 Mardi 23/06 : Fermeture exceptionnelle","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Yzeure / Moulins","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-19:30 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Épinal","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 8:30-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Éragny","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-19:30 Lundi 25/05 : Ouverture exceptionnelle 9:00-19:30","grandfrais","2026-05-01"
"Bienvenue Dans Votre Marché Évry-courcouronnes","","","","","","Découvrez des promos exclusives, des récompenses généreuses, des recettes gourmandes, des jeux inédits... le tout dans une seule app !","En Mai Vendredi 01/05 : Fermeture exceptionnelle Vendredi 08/05 : Ouverture exceptionnelle 9:00-20:00 Jeudi 14/05 : Ouverture exceptionnelle 9:00-13:00 Lundi 25/05 : Ouverture exceptionnelle 9:00-13:00","grandfrais","2026-05-01"
